hotel_id,block_id,data
174,2,"Bể bơi trong nhà với không gian thoáng mát, rộng rãi"
174,3,Thưởng thức ẩm thực 3 miền độc đáo tại nhà hàng Lucky Sun của khách sạn.
174,4,Phòng hội nghị hội thảo với sức chứa 50 người
174,5,"Tiện nghi hấp dẫn khác: Trung tâm thể thao, dịch vụ đưa đón sân bay, bãi đỗ xe miễn phí,..."
175,1,Có hồ bơi ngoài trời và bãi biển riêng.
175,2,Nhà hàng nằm ngay trên bãi biển phục vụ các món ăn phương Tây và châu Á.
175,3,"Tham gia các tiện ích giải trí khác như : Minibar, Câu cá, Spa, Massage, Sân chơi trẻ em, Lặn, Cano,..."
176,1,Hồ bơi ngoài trời với không gian rộng rãi
176,2,Hệ thống nhà hàng Phú Vân và quầy bar nằm ở tầng 3 nhìn ra biển
176,3,"Tiện ích khác: Spa, phòng tắm hơi, sân golf ( tại chỗ ),...."
177,1,"Vị trí thuận lợi, dễ dàng di chuyển đến nhiều điểm du lịch nổi tiếng: Central Park(500 m), Tram Huong Tower(700 m),..."
177,2,Hồ bơi vô cực nằm trên tầng 22 của khách sạn với hướng nhìn ra toàn thành phố.
177,3,Hệ thống nhà hàng và quầy bar phục vụ ẩm thực địa phương cùng ẩm thực Châu Âu độc đáo và đa dạng các loại nước uống.
177,4,Phòng hội họp với sức chứa 160 người và đầy đủ các tiện nghi.
177,5,"Dịch vụ khác: phòng Spa, phòng Gym, dịch vụ đổi tiền tệ,..."
178,1,"Hồ bơi vô cực trên tầng thượng tầm nhìn tuyệt đẹp ra bán đảo Sơn Trà, bãi biển Mỹ Khê, biển Đông"
178,2,"Hệ thống nhà hàng, quầy cà phê và quầy bar đa dạng"
178,3,"Phòng hội nghị có sức chứa lên tới 200 người, đầy đủ âm thanh ánh sáng hiện đại"
178,4,"Dịch vụ tiện ích khác: Dịch vụ Shuttle Bus đưa đón khách tại sân bay, Dịch vụ chăm sóc sức khỏe Azure Spa & Massage, phòng tập Gym,.."
179,1,Hồ bơi ngoài trời với tầm nhìn bao quát toàn thành phố
179,2,"Nhà hàng phục vụ thực đơn đa dạng: các món ăn đặc sản Quy Nhơn, ẩm thực Việt Nam truyền thống"
179,3,"Tiện ích khác: dịch vụ Lễ tân 24 giờ, dọn phòng mỗi ngày."
180,1,Sở hữu bãi biển riêng và bể bơi ngoài trời diện tích rộng
180,2,"Hệ thống nhà hàng & Bar: Garden Court, Prime Bar & Grill, Beach House, Achovy, Pool Bar, Patio Lounge."
180,3,"Tiện ích khác: dịch vụ Spa, phòng tập Gym,..."
181,1,Hồ bơi rộng rãi được đặt vị trí trung tâm khách sạn
181,2,Nhà hàng đa dạng ẩm thực Á-Âu đáp ứng mọi nhu cầu du khách
181,3,"Phòng hội họp với sức chứa hơn 200 người với hệ thống âm thanh ,ánh sáng hiện đại"
181,4,"Các dịch vụ tiện ích khác: Spa ,Massage, Mini Bar, GYM, ..."
182,1,Hồ bơi ngoài trời với diện tích lớn bên trong khuôn viên khách sạn
182,2,Nhà hàng phục vụ các món Á - Âu có không gian mở
182,3,"Một số tiện ích khác: Wifi, bãi đậu xe, nhà hàng, quầy bar trong khuân viên,..."
183,1,Bể bơi ngoài trời và bể sục jacuzzi
183,2,Hệ thống nhà hàng mang đến nền ẩm thực đa dạng
183,3,Hệ thống phòng tổ chức sự kiện với sức chứa lớn
183,4,"Các tiện ích khác: phòng tập gym, massage & spa,..."
184,1,Bể bơi ngoài trời nằm giữa rừng nhiệt đới nguyên sinh tạo nên một bầu không khí thanh bình và thư giãn.
184,2,"Hệ thống nhà hàng & bar sang trọng nhưng không kém phần ấm cúng, phục vụ nhiều món ăn độc đáo"
184,3,"Những tiện ích khác: Spa, phòng gym, hoạt động giải trí trên biển,..."
185,1,Bể bơi ngoài trời với tầm nhìn bao quát toàn thành phố
185,2,"Nhà hàng, quán cafe phục vụ thực đơn đa dạng, hấp dẫn"
185,3,"Phòng họp, tổ chức sự kiện Grand Ballroom với trang thiết bị hiện đại, tiên tiến nhất"
185,4,"Tiện ích khác: đưa đón sân bay, lễ tân 24 giờ, dọn phòng hàng ngày."
186,1,Nằm ở gần bãi biển Quy Nhơn xinh đẹp
186,2,Bể bơi ngoài trời với thiết kế độc đáo
186,3,Thưởng thức ẩm thực đa dạng tại hệ thống nhà hàng và bar sang trọng
186,4,Hệ thống phòng hội họp với sức chứa cực lớn
186,5,"Các tiện ích khác: phòng gym, phòng spa, dịch vụ giặt là,..."
187,1,Nằm ở gần bãi biển Quy Nhơn xinh đẹp
187,2,Bể bơi ngoài trời với thiết kế độc đáo
187,3,"Các tiện ích khác: phòng gym, phòng spa, dịch vụ giặt là,..."
188,1,Vị trí gần nhiều địa điểm nổi tiếng
188,2,Nhà hàng mang đến nền ẩm thực Á - Âu đa dạng
188,3,"Các tiện ích khác: phòng hội thảo, dịch vụ massage spa cùng hệ thống bể sục, bể ngâm/ jacuzzi, thảo dược, bấm huyệt, massage Nhật, hồ bơi dành cho trẻ em, tổ chức sự kiện, rạp chiếu phim ngoài trời, yoga bình minh.ện ích khác:"
189,1,"Không chỉ đơn thuần là nơi nghĩ dưỡng, Malibu còn là nơi khởi đầu của sự thăng hoa và kết nố"
189,2,"Malibu có tổng cộng 204 phòng được bài trí trang nhã với thiết kế đẹp mắt và được trang bị vô số tiện nghi. Từ tầng thứ 6 trở lên, bạn sẽ được trải nghiệm các không gian thoáng đãng cùng với quan cảnh biển đẹp mê hồn và lãng mạn hoặc có thể ngắm nhìn thành phố nhộn nhịp sôi động"
189,3,"Dành cho những du khách muốn du lịch thoải mái cùng ngân sách tiết kiệm, The Malibu Hotel sẽ là lựa chọn lưu trú hoàn hảo, nơi cung cấp các tiện nghi chất lượng và dịch vụ tuyệt vời."
189,4,"Từ sự kiện doanh nghiệp đến họp mặt công ty, The Malibu Hotel cung cấp đầy đủ các dịch vụ và tiện nghi đáp ứng mọi nhu cầu của quý khách và đồng nghiệp."
190,1,"Khách sạn cao cấp với nhiều sự lựa chọn về các hạng phòng, cùng tầm nhìn ấn tượng hướng biển hoặc thành phố."
190,2,"Tại Pullman Vũng Tàu, có đa dạng sự lựa chọn về địa điểm tổ chức tiệc bao gồm tòa hội nghị rộng lớn, khu sân vườn với đài phun nước thoáng đãng, hồ bơi tầng cao và các phòng tiệc hiện đại"
190,3,"Phòng lưu trú rộng rãi, thân thiện với gia đình và những tiện ích trong khuôn viên của Pullman Vũng Tàu sẽ là một lựa chọn hoàn hảo cho kỳ nghỉ tiếp theo của bạn và những người thân yêu."
190,4,"Cơ sở vật chất hiện đại, không gian tổ chức linh hoạt và đội ngũ sự kiện chuyên nghiệp, Pullman Vũng Tàu là sự lựa chọn hoàn hảo để tổ chức các buổi hội họp doanh nghiệp."
191,1,Một môi trường sống đẳng cấp chỉ dành riêng cho giới thượng lưu đang được hình thành từng ngày tại thành phố Vũng Tàu. OYSTER BAY VŨNG TÀU hội tụ tất cả những tiêu chuẩn về một trải nghiệm sống hoàn hảo mà bất cứ ai cũng ao ước sở hữu.
191,2,"Khách sạn với kiến trúc tân cổ điển mang đậm hơi thở Châu Âu hiện đại cùng hai tòa tháp vươn mình kiêu hãnh giữa một vùng biển xanh ngát. Trước mặt là bờ biển trải dài, nơi hội tụ sinh khí của đất trời, mang đến nguồn tài lộc dồi dào và sự bình yên cho du khách đến nghỉ dưỡng."
191,3,"Trải nghiệm nghỉ dưỡng tại Khách sạn, du khách hoàn toàn có thể thưởng thức trọn vẹn khoảnh khắc của bình minh trong vắt hay hoàng hôn cùng những tia nắng vàng cam mỏng tan còn sót lại, tận hưởng phút giây nghỉ ngơi, thư giãn hưởng thụ với rất nhiều tiện ích."
192,1,"Fusion Suites Vũng Tàu là lựa chọn tuyệt vời cho quý khách với phòng chức năng rộng lớn, được trang bị đầy đủ để sẵn sàng đáp ứng mọi yêu cầu."
192,2,Khách sạn này là lựa chọn hoàn hảo cho các kỳ nghỉ mát lãng mạn hay tuần trăng mật của các cặp đôi. Quý khách hãy tận hưởng những đêm đáng nhớ nhất cùng người thương của mình tại Fusion Suites Vũng Tàu
192,3,"Hầu hết các căn hộ và phòng khách sạn có tầm nhìn hướng biển, được thiết kế nhằm mang đến sự thư giãn tối đa và phong cách sống khỏe mạnh, hạnh phúc. Kiến trúc bên ngoài và thiết kế nội thất đều lấy ý tưởng từ những sắc màu và phong vị biển, mang đến cho du khách một không gian thân thiện, hiền hòa xanh mát."
192,4,"Các tầng đều có bể bơi tràn bờ hướng biển, mang đến cảm giác được hòa mình vào biển xanh ngay trong lòng khách sạn. Tất cả tạo nên dấu ấn riêng, mang đến những trải nghiệm tuyệt vời đối với mỗi du khách."
193,1,Nằm gần rất nhiều bãi biển nổi tiếng của Vũng Tàu
193,2,Hồ bơi ngoài trời cực kì thoáng mát
193,3,Nhà hàng phục vụ các bữa ăn kiểu lục địa
193,4,Phòng họp hội nghị với sức chứa lớn
193,5,"Các tiện ích khác: phòng gym, spa, kids club,..."
194,1,Hồ bơi vô cực được thiết kế độc đáo tại tầng 4 của khách sạn.
194,2,Hệ thống nhà hàng và quầy bar phục vụ đa dạng món ăn
194,3,Phòng hội nghị của khách sạn có diện tích 82m sức chứa khoảng 80 khách.
194,4,"Các tiện ích khác: dịch vụ spa, massage,..."
195,1,"Hồ bơi nước mặn và hồ bơi nước ngọt vô cực ngoài trời, có khu vực hồ bơi dành cho trẻ em."
195,2,"Hệ thống nhà hàng và quán bar phục vụ ẩm thực Việt - Ý, bao gồm: Nhà hàng hải sản Ocean Bay, Nhà hàng SOI, Infinity Lounge Bar & Coffee và Nhà hàng Ý Il Mare."
195,3,Lotus Ballroom là phòng hội họp có tầm nhìn ra biển với sức chứa từ 40 đến 200 khách là một không gian tổ chức sự kiện lý tưởng.
195,4,"Các tiện ích khác: Sabai Spa, phòng tập gym, tour du lịch khám phá Vũng Tàu trọn gói, các hoạt động vui chơi trên bãi biển,..."
196,1,"Tọa lạc ngay trung tâm thị trấn Sapa cách quảng trường Sapa 90m, Nhà Thờ Đá 120m, núi Hàm Rồng 700m, bản Cát Cát 1,1km, Sun Plaza 40m,...."
196,2,"Nhà hàng phục vụ từ các món đặc sản Tây Bắc đến các món Á, Âu."
196,3,Thưởng thức trà chiều theo phong cách Châu Âu tại BB Terrace Coffee
196,4,"Các tiện ích khác: phòng gym, spa,..."
197,1,Tọa lạc giữa vườn quốc gia Tam Đảo
197,2,Bể bơi trong nhà rộng lớn
197,3,"Nhà hàng, quán cafe và quầy bar sang trọng với menu đa dạng các món Á, Âu"
197,4,Phòng sự kiện được trang bị đầy đủ tiện nghi hiện đại
197,5,"Những tiện ích khác: phòng xông hơi, spa thư giãn, phòng gym,...."
198,1,"Nằm dọc Bãi Tắm Quán Cây Dương, cách trung tâm thành phố Vũng Tàu khoảng 33km, thuận tiện di chuyển."
198,2,"Có bể bơi vô cực ngoài trời, bãi biển riêng."
198,3,Nhà hàng sang trọng phục vụ đa dạng các món từ Á đến Âu
198,4,"Dịch vụ tiện ích: Minibar, tivi, wifi miễn phí,..."
199,1,"Nằm trên vùng biển Hồ Tràm nổi tiếng và ngay cạnh cây cầu Hamptons nổi tiếng với chiều dài hơn 200 mét, là nơi du khách có thể ngắm bình minh và hoàng hôn cũng như tận hưởng làn gió biển trong lành"
199,2,"Hồ bơi trung tâm mang màu sắc của đại dương được bao quanh bởi những chiếc ghế tắm dài, cạnh dòng sông tuyệt đẹp cùng tầm nhìn hướng ra biển"
199,3,Khu vui chơi trẻ em với nhiều trò chơi đa dạng
199,4,"Dịch vụ massage & Spa chăm sóc sức khoẻ chuyên sâu đảm bảo mang tới cho du khách những phút giây thư thái, bình yên"
200,1,"Khách sạn có 4 phòng họp, 2 phòng hội nghị, 2 nhà hàng, 1 quầy bar sảnh chờ, cung cấp nhiều lựa chọn ăn uống bao gồm hải sản tươi sống, ẩm thực Việt Nam, châu Á và quốc tế."
200,2,"Sở hữu một góc nhìn đắt giá nhất thành phố, Phòng Premier Suite Bay View mang đến sự kết hợp hoàn hảo giữa sự tiện nghi hiện đại và vẻ đẹp đắm mình trong ánh sáng tự nhiên, với làn gió biển trong lành."
200,3,"Khu vui chơi với không gian rộng rãi, thoáng mát và được trang bị đầy đủ các thiết bị an toàn."
200,4,"Với lối trang trí theo phong cách hiện đại và tươi mới, mỗi phòng được trang bị đồ dùng tiện nghi chất lượng cao chắc chắn sẽ đưa đến cho quý khách những trải nghiệm lưu trú chưa từng có tại Hạ Long."
201,1,"Bãi biển riêng, hồ bơi ngoài trời rộng lớn, các biệt thự đều có hồ bơi riêng"
201,2,"Hệ thống nhà hàng & quán bar đẳng cấp: Sea Salt Restaurant, Beach Box Restaurant & Bar, Rush Cafe"
201,3,03 phòng hội họp với sức chứa tối đa 1.100 khách
201,4,"Maia Spa cung cấp các liệu trình chăm sóc sức khỏe, sắc đẹp cao cấp"
201,5,"Tiện ích khác: sân golf The Bluffs, Kids Club, khu Casino, mua sắm,..."
202,1,"Hệ thống nhà hàng: Le Rabelais Restaurant, Le Monet, Le Cosy Bar, The Palace Club, The Terrace phục vụ chuyên các món ăn Pháp và thức uống đa dạng."
202,2,Sở hữu trung tâm hội nghị đẳng cấp quốc tế với sảnh hội nghị có sức chứa trên 1000 khách.
202,3,Sân golf nằm trong khuôn viên của khách sạn là một trong những sân golf đẹp nhất Đông Nam Á.
202,4,"Các tiện ích khác: Spa L'Aquitaine, phòng tập gym, karaoke hoàng gia, thư viện hoa hồng, khu vui chơi cho trẻ em,..."
203,1,"Nhà hàng Le Bistro phục vụ các món Pháp, Âu, các món ăn Việt Nam và Quầy Bar Le Select cung cấp các loại đồ uống đa dạng."
203,2,"Hệ thống 5 phòng họp, hội nghị được trang bị hiện đại và tiện nghi với sức chứa hơn 200 khách bao gồm: Cezanne I, II, III, Gauguin và Du Vin."
203,3,Dịch vụ massage và xông hơi cải thiện sức khỏe tại tầng trệt của khách sạn.
203,4,"Các tiện ích khác: quầy bar nhạc sống, karaoke hoàng gia, câu lạc bộ golf,..."
204,1,"Sở hữu vị trí đắc địa nổi bật trên đại lộ Hùng Vương, là trục đường chính dẫn vào Thành phố Đà Lạt."
204,2,"Khách sạn MerPerle Dalat sở hữu 389 phòng nghỉ với phân loại đa dạng cùng thiết kế tinh tế, sang trọng;"
204,3,"Nhà hàng Rustic được thiết kế tinh tế, ấn tượng; với không gian riêng tư ấm cúng dành cho các sự kiện cá nhân, họp mặt gia đình, gặp gỡ bạn bè hoặc tiếp đãi đối tác cùng thực đơn đặc sắc đa dạng từ Á - Âu được sáng tạo bởi đầu bếp chuyên nghiệp và phong cách phục vụ chuẩn 5 sao."
205,1,Nằm ở ngay trung tâm thành phố
205,2,Nhà hàng mang nền ẩm thực Á - Âu
205,3,"Các tiện ích khác: đưa đón sân bay, quầy bar, thuê xe máy, ô tô tự lái tour tham quan,..."
206,1,Khách sạn có vị trí ở gần trung tâm.
206,2,"Cơ sở vật chất hiện đại cùng không gian nghỉ dưỡng ấm cúng, tiện nghi. Nổi bật với thiết kế châu Âu sang trọng."
206,3,"Nhà hàng phục vụ thực đơn sang trọng với các món ăn truyền thống Việt Nam, ẩm thực Âu - Á đa dạng"
207,1,"Kiến trúc phòng nghỉ hài hòa với thiên nhiên, nơi vẻ tĩnh lặng của biển cả giao thoa cùng sự sôi động của thành phố Đà Nẵng."
207,2,"Sở hữu vị trí đắc địa với tầm nhìn hướng biển tuyệt đẹp và chỉ mất vài phút để đến với trung tâm thành phố, rất thuận tiện cho du khách tham quan các điểm du lịch nổi tiếng của Đà Nẵng và các Di sản Văn hóa Thế giới như phố cổ Hội An, khu đền tháp Mỹ Sơn, cố đô Huế."
207,3,"Nơi từng món ăn không chỉ khơi dậy vị giác mà còn chạm đến những rung động sâu thẳm, làm nên buổi hẹn khó quên"
207,4,"Phòng nghỉ tiện nghi: Góc nghỉ ngơi yên bình giúp tái tạo năng lượng, mang đến khởi đầu đầy sức sống cho hành trình phía trước."
207,5,Tiện ích chuẩn 5 sao: Thưởng thức buffet sáng phong phú nơi tầm view nhìn ngắm phố biển năng động.
208,1,Nằm ở vị trí trung tâm khu vực Quận 1
208,2,Nhà hàng mang đến nền ẩm thực Á - Âu đa dạng
208,3,"Các tiện ích khác: lễ tân trực 24/24, chỗ đỗ xe,.."
209,1,Tọa lạc tại trung tâm thành phố Hồ Chí Minh
209,2,"Bể bơi ngoài trời rộng rãi, thoáng mát"
209,3,Nhà hàng và quán bar mang đến nền ẩm thực Á - Âu đa dạng
209,4,Hệ thống phòng họp hội nghị với sức chứa cực lớn
209,5,"Các tiện ích khác: phòng gym, phòng spa,..."
210,1,"Bể bơi ngoài trời 266m2, sâu 1,2m và hồ bơi trẻ em 87m2, sâu 0,5m"
210,2,"Hệ thống nhà hàng & bar: Kitchen by the River, Madame Lam, quán bar Git on 8."
210,3,"Hội nghị, sự kiện: Đa dạng không gian cho buổi họp doanh nghiệp, tiệc cá nhân, sinh nhật, tiệc cưới."
210,4,"Các tiện ích khác: Phòng Spa, Phòng Gym, ..."
211,1,Nằm ở vị trí đắc địa tại khu vực Quận 1
211,2,Bể bơi ngoài trời cực kì rộng rãi
211,3,Nhà hàng và quầy bar mang đến nền ẩm thực Á - Âu đa dạng
211,4,"Các tiện ích khác: phòng tắm hơi, khu vui chơi cho trẻ em,..."
212,1,"Bể bơi ngoài trời rộng lớn, có khu vực dành riêng cho trẻ em"
212,2,"Nhà hàng Sen, Treehouse Dining, Veranda và An Lam Louge cung cấp các món ăn hấp dẫn"
212,3,"Phòng họp Lục Bình, Lam's Corner, An House và Saigon River House vứi sức chứa lớn có view nhìn ra sông tuyệt đẹp"
212,4,"Các tiện ích khác: phòng gym, spa,...."
213,1,Tọa lạc ngay khu phố đi bộ trung tâm
213,2,Các phòng ngủ được thiết kế vô cùng tiện nghi và hiện đại mang đến những giây phút nghỉ ngơi vô cùng thoải mái cho khách hàng
213,3,"Các tiện ích khác: Bể bơi trong nhà, nhà hàng phục vụ ăn sáng và ăn trưa hoặc ăn tối theo yêu cầu, dịch vụ lễ tân 24/7."
214,1,"Cách trung tâm thành phố Huế 0.6km, thuận tiện cho việc di chuyển đến các điểm tham quan."
214,2,Bể bơi ngoài trời siêu rộng và thoáng đãng
214,3,Nhà hàng các món ăn truyền thống có thể phục vụ cùng lúc hơn 400 khách. Thêm vào đó là quầy bar cho quý khách trải nghiệm
214,4,"Phòng hội nghị, hội thảo và tổ chức sự kiện có sức chứa hơn 500 người"
214,5,"Các tiện ích khác: phòng tập gym, spa & massage, ..."
215,1,Bể bơi bốn mùa.
215,2,"Hệ thống nhà hàng và bar: Nhà hàng Lotus, Imperial Lounge, The Prime Skybar đẳng cấp tại tầng 34 và Lobby Bar."
215,3,"Phòng họp ""Long - Phụng"" với sức chứa tới 650 khách."
215,4,"Nhiều tiện tích: Spa, phòng tập Gym, phòng y tế."
216,1,Tọa lạc ngay trung tâm thành phố Pleiku
216,2,"Các phòng đều có tầm nhìn thành phố và núi Hàm Rồng, nơi du khách có thể thư giãn trong không gian yên bình, chiêm ngưỡng cảnh sắc hùng vĩ của phố núi Pleiku."
216,3,"Nhà hàng Biển Hồ và Nhà hàng Pleiku Ballroom, phục vụ đa dạng món đặc sản Tây Nguyên như Phở khô Gia Lai và Bò một nắng chấm muối kiến vàng,.."
217,1,Tọa lạc giữa trung tâm cao nguyên Măng Đen
217,2,Hồ bơi bốn mùa ngoài trời mang đến những giây phút thư giãn tuyệt vời cho du khách trong khung cảnh đẹp như tranh vẽ của thiên nhiên.
217,3,"Dịch vụ khác: vận chuyển, thu đổi ngoại tệ,..."
218,1,Nằm cách bãi biển Mỹ Khê chỉ 50m
218,2,Hồ bơi trên tầng thượng của khách sạn với hướng nhìn toàn cảnh 180 độ
218,3,"Hệ thống nhà hàng & bar với không gian độc đáo, cuốn hút: Le Paul's Kitchen, Crystal Blu Lounge, Café Maris"
218,4,Trung tâm hội nghị Seaview với sức chứa 150 khách được trang bị đầy đủ tiện nghi
218,5,"Những tiện ích khác: Spa, phòng gym,..."
219,1,Nằm ngay tại khu du lịch Tam Cốc - Bích Động
219,2,Bể bơi ngoài trời rộng 250m2
219,3,"Hệ thống nhà hàng, bar: Nhà hàng Sunrise, Golden Rice, The Lantern Lounge, Bar Bát Giác"
219,4,Phòng hội nghị với sức chứa 250 người và sân hội nghị ngoài trời có sức chứa 200 khách
219,5,"Một số tiện ích khác: Charming spa, khu vực mua sắm, khu vui chơi trẻ em, phòng gym..."
220,1,Nằm ở một ví trí đắc địa tại thành phố Ninh Bình
220,2,Bể bơi ngoài trời thoáng mát
220,3,Nhà hàng mang nền ẩm thực địa phương và Á - Âu đa dạng
220,4,"Các tiện ích khác: phòng spa, phòng gym, dịch vụ phòng,..."
221,1,"Khách sạn thẳng hướng biển, cách trung tâm thành phố 5km"
221,2,"Hệ thống nhà hàng & bar: Nhà hàng Padma, Pool Bar, Lobby Lounge"
221,3,Bể bơi ngoài trời rộng gần 900m2
221,4,"Phòng tiệc lớn Grand Ballroom và các phòng họp nhỏ với thiết kế cao cấp, hiện đại"
221,5,"Các tiện ích khác: Kids Club, Yoga, Gym, Vincharm Spa..."
222,1,Có bãi biển riêng trải dài
222,2,Công viên nước hiện đại và trò chơi bánh xe khổng lồ duy nhất tại khu vực Bắc Trung Bộ
222,3,"Hệ thống bể bơi: 1 bể bơi chính, 1 bể bơi trẻ em , 1 bể sục Jacuzzi. Bể bơi chính là bể bơi ngoài trời lớn nhất khu vực Bắc Trung Bộ"
222,4,Nhà hàng Sand Dream phục vụ các món ăn Á - Âu
222,5,"Các tiện ích nổi bật khác: Vincharm Spa, Kids Garden, Sân Tennis..."
223,1,Tọa lạc tại trung tâm thành phố Hà Tĩnh
223,2,"Hệ thống phòng hội nghị với sức chứa lên đến 700 khách, sảnh hội nghị ngoài trời với sức chứa 400 khách"
223,3,Bể bơi ngoài trời 550m2 và bể bơi trong nhà 350m2
223,4,"Hệ thống nhà hàng và quầy bar: Nhà hàng Fusion, Sand Dream, Sky Bar, Diplomatic Bar, Pool Bar, Lobby Bar"
223,5,"Các tiện ích khác: Vincharm Spa, Gym, Vincom Plaza"
